,sentiment,text
1344,negative,#DamilolaOurLovedBoy So upsetting 😢😢. Why do people want to hurt others! Such a cruel world we live in #heartbreaking
1345,negative,depress 😭
1346,negative,😂😂😂😂👍🏻 I tune that poser out! #GOPDebates #CruzhatesGayPeople  https://t.co/XaWah7FbT8
1347,negative,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️"
1348,positive,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
1349,neutral,@AmericanAir I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
1350,positive,Christmas Charity Benefit 🌲 #MannequinChallenge @ Lukas Nursery & Butterfly Encounter https://t.co/3ok0rkKmR6
1351,positive,@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍
1352,negative,S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃
1353,positive,The Golden Temple is beautiful! 😍
1354,neutral,@truthglow @katalin_pota @BasemntDwllng @SenWarren2020 @elizabethforma @SenatorWarren At 1st thought you meant philosophically.😂
1355,negative,Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡
1356,neutral,Just in case u Frida loving liberals 4got 😉 https://t.co/JEBBe9ynCx
1357,positive,Literally work almost everyday can't wait to start my PT #blessed 🙏💙
1358,negative,@byunsolo I DIDN'T ASK FOR THIS EITHER IT JUST HAPPENED 😤
1359,positive,"@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time, but I need a Cancelled Flightlation this time. 🙏"
1360,negative,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢"
1361,negative,https://t.co/eJWczwb7qP @MileyCyrus You wouldn't want to live in Australia we can't even pass gay marriage. 😡😡
1362,negative,When you want to say something so bad but can't ! #furious 😤
1363,negative,There is nothing like being in the shower when the power goes out 😳 #creepy 
1364,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/CXTTxV2lMP” 😒
1365,positive,Another lovely day in #Jerusalem 🌞🌞🌞 https://t.co/HYPveaVNKq
1366,positive,@Myahrissavietta I'm cheery now 😘😉
1367,negative,"For all that we trade for Goff, what the hell do we trade for Tony Romo? 🤔..hmmm Hey Jerry how about head coach + OC https://t.co/zWPQNpgTbO"
1368,positive,Visited the #SocialFabric exhibit today at @RAMMuseum. So much culture and history in one room 🌿#MegaInspiration http://t.co/GOnFu38RFt
1369,negative,@united that's the reply? Lol hoping that at least the new plane was maintained before the flight. 😒
1370,positive,"Castro now joins Bowie, Prince, Leonard Cohen and the mum from the Brady Bunch in the communist afterlife ✊"
1371,negative,@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒
1372,negative,Migraine hangover has to be the worst thing ever 😣 #burst
1373,negative,@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭
1374,negative,@united is by far the worst airline ever 😡😡
1375,positive,― if only.► happy thanksgiving everyone! 🦃❤► cc hell's canary► ac twin audio... (Vine by @marvelxjane) https://t.co/ZrabZHDBva
1376,negative,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳"
1377,positive,@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! 😊
1378,neutral,It's Kris Kobach's plan... the Kansas SOS... and he's on the Trump transition team. 👍 https://t.co/tslbfbcXvY
1379,negative,"@Ungus2112 @nsandberg1979 with all due respect, Hillary's base are misinformed robots. Who will please & do as told. 😞"
1380,neutral,My favorite moment of the #GOPDebate is when @HillaryClinton was suggested to be the leader of progressives. 😂😂😂😂😂
1381,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶
1382,positive,Ridiculously good? 😬 #ThisIsUs https://t.co/tdS4pJ8hJo
1383,negative,"@JetBlue said they haven't started looking for it, gave me a $25-$100 limit. In NYC at the Waldorf Astoria and can't find $100 outfit. 😒"
1384,positive,@Danger_McLovin Well done! 😀 (your twins Charlii and Cadance)
1385,negative,Fuck whoever made this🖕🏼 we got valentines so why we couldn't get a bad one😑 https://t.co/D6RUW1FUT4
1386,negative,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎
1387,negative,"""Samsung Galaxy Note 7 are not allowed in all AirAsia flight""😂😂 apakah"
1388,negative,People irritate me 🙄
1389,neutral,PuterPrsn's Nifty News™ is out! https://t.co/2FoDtx22NL Stories via @maxnrgmax @indyrallen #yemencrisis #yemen
1390,positive,@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines 😏
1391,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂
1392,negative,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers"
1393,negative,@JetBlue can you tweet #closepwcs to get the word out?😢
1394,positive,thanks God it's Friday. #Thanksgiving #arianagrande #arianator😍 https://t.co/xX4LFmLBoz
1395,negative,Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩
1396,negative,So now everybody so inlove with g herbo? Y'all make me sick 😒
1397,negative,Excuse my language but 🙄🙄🙄🙄
1398,negative,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt
1399,positive,"¡¡HAPPY FRIDAY, BITCHES!! 💋👑 #ScreamQueens https://t.co/YCrFlYEeLC"
1400,positive,Can't wait until 2017!!⚾️ https://t.co/cTi5otC0tM
1401,positive,OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘 @CRAZYmac17
1402,positive,@JetBlue thank you 😊 standing in line now!
1403,negative,Seriously about to smack someone in the face 😵 #arsehole
1404,positive,#TheWalkingDead EM MEMORIA 😳🌸MERLET-DOGLORISOPHIAGLENNABRAHAMBOBJACQUILIZZIETYREESEGOVERNADORSAMBETHNOAHANDREAMIKA
1405,negative,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me 
1406,neutral,The gold standard in Christmas caroling: Detroit Mar Thoma Church. No doubt about it! 🏆🎄 https://t.co/mjFxkeHP1B
1407,neutral,Retweeted Voucher Angels (@VoucherAngels):QUICK‼️ #FreebieFriday has started 😇 My #Hatchimals are waiting to be... https://t.co/PltxedWO8X
1408,negative,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy
1409,negative,@AmericanAir they @cathaypacific @cathaypacificUS can't even tell me what country they are in 😥😥
1410,negative,When @MegynKelly asks #Trump abt his crude remarks towards ♀ he responds with more petty insults http://t.co/a8APfMcCPe #GOPDebate
1411,negative,@united MIA-EWR #384 😄😄😄 excellent crew. EWR-IAD #3589 😡😡😡 No crew to load bags - waiting w/ door open freezing. 20 mins past departure.
1412,negative,RT @ThatTexasBoy26: 😄 that's messed up. @JebBush getting no love on @Snapchat #GOPDebate http://t.co/0jX8Yeb00F
1413,negative,my mom cut my phone off and I'm so furious 🤗
1414,positive,@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL
1415,positive,"#FlashBackFriday ""Best friend Party"" #MannequinChallenge LITTTT 🙌🏾🙌🏾🔥🔥 @maxlevellounge https://t.co/msh7OPDRRv"
1416,positive,So this is what happened in the comic...😁😁 #TheWalkingDead The amount of cringe has blew me off this planet😷… https://t.co/ebqjwjZWse
1417,neutral,Pump Up the volume🎬🎞📽📀Usé TrackID™ para buscar Everybody Knows de Leonard Cohen.https://t.co/6lLXjOED0A
1418,neutral,you did have a valentines last year tho . 😕🤔 but that's cool too
1419,neutral,"*described the whole plot of #FantasticBeasts to baba*In the end he's like: 'so, where was Harry?' 😩"
1420,positive,@JetBlue great smooth flight too! 👏👍
1421,negative,@USAirways @AmericanAir 2hrs Late Flightr finally taking off😂😂😂
1422,negative,@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair 😩
1423,negative,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. 😑
1424,positive,#ThisIsUs The freedom movement is going strong and sweeping the whole world.🌎Next stop: FRANCE 🇫🇷#MarineLePen  https://t.co/cKPqQWNIl7
1425,neutral,Half way through the #GOPDebate 😬😯
1426,positive,Been waiting all week for this game ❤️❤️❤️ #cheer #friday ❤️
1427,neutral,@SouthwestAir do you have any tickets to the Atlanta show? I would love to go with my sister ♥️🙏
1428,positive,😎 RT @VirginAmerica: You’ve met your match. Got status on another airline? Upgrade (+restr): http://t.co/RHKaMx9VF5. http://t.co/PYalebgkJt
1429,neutral,"As an emoji user, I am thrilled there is a ""heil"" emoji!  🙋 lol #nazi https://t.co/jubIDb1qtS"
1430,negative,#Israel is still burning!  😢😢#israelisburning #haifa #jerusalem
1431,neutral,Syrian Army Liberates From Al-Qaeda-Linked ‘Opposition’ Six Districts in #Aleppo City 💂🏼 https://t.co/dtrJOlA965 https://t.co/i0q6MLcSDT
1432,negative,"Carly Fiorina = 3 Time Loser 😑
#GOPDebate http://t.co/wNgLdHxPOp"
1433,positive,Thank you O B wan.:)😎👍🏻 #Kasich #GOPDebates  https://t.co/xCpcPx2n8u
1434,positive,Tutoring gives me such an exhilarating feeling. I love helping people 😌
1435,positive,watching Charlie St. Cloud... I didn't know Zac Efron was so fineeeeeeee. Those eyes so mesmerizing 😍
1436,negative,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair
1437,neutral,IceCube 4 President!!! 😉@DonnieWahlberg: I love seeing the #StraightOuttaCompton movie preview during the #GOPDebate!
1438,positive,Now that thanksgiving is practically overWya ChristmasWya 2017Wya Valentines Day 😌🙌🏼
1439,neutral,@kelllicopter Ask for their credit scores and social security 👍🏼
1440,positive,Jacob ✌🏻️🤑  #screamqueens https://t.co/WMHBEq1gxt
1441,positive,Just back from @FantasticBeasts and the film was absolutely mind-blowing! Thank you @jk_rowling for this perfect gift! ❤️ #FantasticBeasts
1442,positive,"And the good part of that? A team up with Cassidy and nurse Awful, uhm I mean nurse Hoffel...😁*what's the ship name?*😝#ScreamQueens"
1443,negative,@ABC a black man killed a white cop! Where's the riots! Where's Obama I Forgot Double Sided Admin! Where is that piece of shit @TheRevAl 😤😤
1444,negative,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive
1445,positive,"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤"
1446,negative,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎
1447,positive,@billboard: Happy #NationalFastFoodDay! 🍔 🍟 https://t.co/YcfTFteSPF
1448,negative,Honestly depression is kicking my ass lately.. 😔
1449,neutral,"Marine Le Pen is the next France President, right? Tears 😭"
1450,positive,@verynetwork wowzers!! superb prize!! 😍 #hatchimals #WIN #BlackFriday
1451,positive,"it's a tiny little friend all wrapped up in a hot pink tuxedo .. I think about it morning, noon, & nite ... #ScreamQueens #Adderall 😂😂"
1452,negative,I have no fucking idea how David Blaine does the shiiiiit he does! 😮
1453,neutral,📊 LATEST NEWS 11/25/2016 🗽 New Developments On Trump Transition: https://t.co/CDiVcz77yc via @YouTube
1454,positive,wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens♒💜.
1455,negative,I haven't seen my best friend since the Cubs parade ☹️ and we only live less than 5 minutes away. 😩
1456,positive,💥⚖️Yeah‼️ PAUL‼️⚖️💥 #joyous #glorious #BB18
1457,neutral,✨✔😘😘Defeat The Ghost For Me! 👻 🔥🐠John Smith🔱🇨🇦:Zac Efron & beahttps://t.co/5kR4nbliE9 https://t.co/j8XdkHbi5A
1458,neutral,"#TrumpTransitionTeam no matter who get hired or what happens, GOD is still in control 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
1459,positive,One week until Panto rehearsals begin!! So excited!! 🎄👸🏻 #BeautyAndTheBeast #lowestoft @MarinaTheatre1 @PHApantos
1460,neutral,"@realDonaldTrump @SenatorSessions @mike_pence @GenFlynn @Scaramucci 🚨Romney is a Trump competitor, not Trumpworthy! https://t.co/lWcHqk9G0n"
1461,negative,Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦  #timetogrind
1462,negative,was one moron  driving his oversize tonka truck with the big flag in the bed back and forth blaring country music. 😐 #disappointment
1463,positive,Desmond was asleep when I called after I got out of my meeting... he still answered and let me vent to him the whole way home 😍 #sweetness
1464,positive,"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile."
1465,positive,JAMES HARDEN FOR MVP! 🤘🏾🚀🏀#NBAwards #HoustonRockets
1466,positive,But I'm learning. And really trying. And taking a lot of deep breaths everyday. I love him so much & I know I'm the best mama for him ❤️
1467,positive,@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! 😊
1468,negative,@united She 👏 won't 👏 be 👏 at 👏 my 👏 wedding 👏. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we be repaid for this?
1469,positive,OH GOD WHAT EVEN IS EDDIE REDMAYNE? can I pack him in a suitcase? 😭😭 #fantasticbeasts
1470,negative,"@SaraLuvvXXX : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted😬"
1471,negative,@JetBlue 👍. I think I'll come take a nap at the terminal.  ;)
1472,negative,"@realDonaldTrump Whine, whine, whine, boo-hoo I got hard questions 😩#GOPDebate"
1473,negative,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;)
1474,negative,@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull 😂. LAMINATION
1475,negative,"@AmericanAir Yes, but should be able to get a push notification via the app if I’m logged in and on a trip. Email/text is so 2010 😥."
1476,positive,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉)
1477,negative,"Am I the only one that feels like I have a hangover but wasn't drunk last night? 😲
#GOPDebate"
1478,negative,Head hurting 😤
1479,negative,@JetBlue i only take jetblue to travel and i have to go to maimi next year but you guys dont go to maimi😭 why dont you guys go to maimi???
1480,positive,@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍
1481,neutral,@TechCrunch @jonrussell number one #Uber user complaint: Getting Grabbed. Can't make this stuff up! 😜
1482,negative,It's so funny trying to watch people act smart talking about the #GOPDebate when clearly they know nothing. 😂
1483,negative,Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute
1484,neutral,You were better than my wildest dreams but I'm still not happy.. Kate to Toby. Poor Toby. 😢#ThisIsUs
1485,positive,"Out of the #GOPDebate last night, I liked @RealBenCarson and @tedcruz 😊"
1486,neutral,"Hello surge pricing on, previously cheaper than #Careem, #Uber. A Rs384 ride just cost Rs730! Ye toh hona hee tha 😑"
1487,positive,"@GetYourShyneBox you still fighting for that minimum wage hike? ""A hair net is worth 👏🏼👏🏼👏🏼A fair net worth"" #HNLM"
1488,negative,I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened
1489,positive,This week; Scouts are working towards their next level of emergency aid badge & both Cubs & Beavers are making Christmas cards. 🚑✉️🎄🎅🏻
1490,positive,RT @optibotimus: Know what's funny....the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour 👍
1491,positive,"@NationalGallery @AnnaMacPhail I agree , it is so exquisite  💕"
1492,neutral,🎄 Cubs 1976 https://t.co/ywEPDxVXEs
1493,neutral,of course yes to Death Penalty 😡 criminals must die in more grievous cause of death.
1494,negative,Everything I order online just comes looking like a piece of shit 😤
1495,positive,"@SouthwestAir ok, gotcha! ✈️😃👍"
1496,neutral,"@JetBlue ""Do what you love and you'll never work a day in your life."" 😊"
1497,negative,Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!
1498,positive,VAMOS #LM10 No one can hold you down. If you really want it.Just steal your destiny.Right from the hands of fate🙌… https://t.co/IGQ0lMoHCB
1499,neutral,🔹ASHLEY GRAHAM | VH1 DIVAS🔹#AshleyGraham #VH1Divas #VelvetDreams #bestdressed #StyledByJeffKKim… https://t.co/pPPjaJLqdl
1500,neutral,"RT @SCalaisS: Who won the #GopDebates?

OBAMA OBAMA OBAMA ! 😂👏👏

#Obama2016"
1501,positive,Christmas 🎄 then valentines 💝
1502,negative,@evanperez Never trust Comey😡 if it wasn't for him we would have Hillary 😠 F Comey!! Get rid of him
1503,negative,RT @ThePatriot143: ✔️ @FoxNews was totally fair to @realDonaldTrump especially in the 1st 2mins of the #GOPDebate http://t.co/6W3EpMpOeJ
1504,neutral,@KimmiCFlatWorld Yikes! Turnbull Gov to introduce voter registration licenses. 😉
1505,positive,"@USAirways YOU ARE AMAZING!!! FOLLOW ME BACK, PLEASE!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
1506,positive,"Looking forward to a workshop @britishmuseum on working with older ppl, exploring diversity &amp; sustainable partnerships #agefriendlymuseums 😊"
1507,neutral,@SouthwestAir give me tickets to the atlanta show and I'll roadtrip from Canada!! Deal? 😆
1508,neutral,@JetBlue Connecticut❄️
1509,negative,RT @_Darling_Nikki: 😂 RT @SupermanHotMale Little bitch fight alert ---&gt; : D #GopDebates http://t.co/13q9KKoaSX
1510,positive,@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺
1511,negative,"Y'all be voting to raise minimum wage, then complain that McDonalds don't have a dollar menu 😂😂"
1512,neutral,@JetBlue 😭 I used points can I get them back if I decide not to go?
1513,negative,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates
1514,positive,Movies on my to-watch list: Spider-Man Homecoming and War For The Planet of The Apes. 😍 #excited #movies
1515,positive,What if #Disney gives us the amazing 2016 version of #BeautyAndTheBeast 👸🐲 song by #CelineDion 😍🎤🎵❤
1516,neutral,@JetBlue of course I am!!✈️
1517,negative,@NetworksManager Rudys security company clients are bad hombres but biz is biz! Probably Wouldn't get confirmed! 😪
1518,negative,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡
1519,positive,No doubt.... #smiling ...the best #medicine 😊😊😊
1520,negative,Really? Hey Donald you were face to face with her less than a day ago then you cast shade of Twitter. #GOPDebate 😒 https://t.co/rdu8Od3tEc
1521,positive,Will I get in trouble if @Cody_Nolove or @GordonRamsay show up at #UFC215 and I try to find them at Rogers? 😂 (under 3 weeks!!) #excitement
1522,neutral,"@BreitbartNews That's hysterical  - when Al Quida call Steve Bannon ""anti semitic"" 😂😂😂"
1523,negative,"@SouthwestAir wanting a ⭐️ for the ✈️ finding the gate. No apology or exp. All good, I'm sure connecting flight leaving SAC will be chill!"
1524,positive,Oh hai @skynewsniall @skygillian!! 👋🏻Looking great in your David Blaine box @SkyNews Central https://t.co/2LdCvsSSIg
1525,positive,Omg i hope my man gets me this #dress for #christmas 😍 #disney #love #BeautyAndTheBeast neeeed this dresss https://t.co/ow4NN6iBLX
1526,positive,@JetBlue loving the free #wifi and #legroom ✈️ #SeattleBound
1527,neutral,@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
1528,neutral,@ruribecampos @TheNeonLandon so what do y'all think about gun control??? 😂😂😂
1529,neutral,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
1530,neutral,"While Fidel Castro fan was typing this, irony said cheers to Kim Jong Un 😂😂 https://t.co/c2pqjDXX86"
1531,negative,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩
1532,negative,Charlie how did #Kasich do? 😎👍🏻 #GOPDebates  https://t.co/S47O2TmKe8
1533,negative,I'm so nervous 😭
1534,positive,@Regrann from @jardinesdemexico  -  #rickymartin #JardinesDeMéxico ¡Gracias! 🙏🏻 #OneWorldTour #México #Meksika… https://t.co/pjhisj92bp
1535,negative,I'm only on Season 4 of #TheWalkingDead & i wish they would kill this big black dude Ty ... He too damn sensitive 😂
1536,negative,"ClaudiaAvaloss: Last I heard, bimbos vote. ✅ #KellyFile #GOPDebate #ThatsAll http://t.co/AuhlNZa3Ww"
1537,neutral,BÄÄÄÄM I love it 😊 what a bunch of assholes 😂😂 @wwwbigbaldhead #thewalkingdead #normanreedus… https://t.co/rJASLibGUC
1538,negative,🚨DOW JONES🚨TIME TO SELL BEFORE THESE JERKS @realDonaldTrump @GenFlynn @AJDelgado13 @mike_pence @jaredkushner… https://t.co/YOsgsSKuMi
1539,neutral,"@BeatrizVNews I have to, cuz Walmart has #TheWalkingDead season 6 for $10. Hopefully it's still there. 😑"
1540,positive,@united Club in Denver is dope 👌
1541,positive,Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy
1542,positive,🔥💁🏼- its lit having a class with you!!! Your such a great person and good at cheer!!
1543,positive,Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha
1544,negative,@AmericanAir right on cue with the delays👌
1545,neutral,Having worked in a HUD agency for 3 yrs gave me a wide array of insight & knowledge on housing issues. All important. So Ben Carson? 😳😲WHY
1546,negative,Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅
1547,positive,@JetBlue @NinaDavuluri 😃cool
1548,negative,@praddy06 sir.. will we have the need for umbrella today evening.. sun seems to be stronger to pave way for clouds.. 😟
1549,positive,"what a Thanksgiving, blessed to have the life God gave me. 🙏💫"
1550,negative,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎"
1551,neutral,@SouthwestAir needs to offer a college student discount so i can fly home 😭😭
1552,positive,@ShibeXD happy birthday!!! you are one of my favorite content creator! i hope you have a wonderful birthday!!!!!!🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
1553,positive,Travel the world through Virtual Reality? Google Earth meets #VR . . . . https://t.co/askv8bWApz 🎮🎮
1554,negative,@SamsungUS maybe of you would have done the Galaxy Note 6 and not skip from 5 to 7 we wouldn't have these problems not I have get iphone🤔😒
1555,negative,"Noooo don't do it, please don't do it 😩RT @JetBlue: Our fleet's on fleek. http://t.co/lsxJI0oUvR”"
1556,negative,ICQ is just making me mad!!!😤 #icq 
1557,positive,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️
1558,negative,"I can think of at least 1 person @CarlyFiorina shld've replaces. Was @JebBush even on the #GOPDebate stage? 😕

#tcot http://t.co/PP1S25CVyM"
1559,neutral,@SouthwestAir if you are giving tix to #DestinationDragons show would appreciate one or two for LA😄Flying from PHL to LAX on Friday
1560,negative,@jetblue I hate you for this 😒 https://t.co/g4WwR6VBRQ
1561,positive,Good morning! ❤️ #ScreamQueens https://t.co/ec2ogo7Nrs
1562,positive,Tested the Google Earth vr thing with Vive. Crouching over an entire city was a surreal experience to say the least 😅
1563,neutral,maduro is next 🇻🇪
1564,positive,@liesebelle remember when the @utahjazz  beat the @Lakers by 48 last year? Cheer up! This is improvement 😂😂😂
1565,positive,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
1566,positive,I really like Cruz 😊 #GOPDebate
1567,neutral,#Repost @billboard with repostapp・・・#nationalfastfoodday 🍟 https://t.co/ZGv5eVi0IP
1568,negative,"Like I might've set it down on top of my car &amp; if so, that shit is long gone 😭 "
1569,positive,@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙
1570,negative,😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?
1571,positive,Love is all you need to be #ThankfulFor! ❤️ #ScreamQueens #Thanksgiving https://t.co/yuedT4QXmN
1572,negative,I haven't lost weight but I appear smaller and I'm pissed 🙄
1573,negative,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac
1574,negative,"@JetBlue Flights 1384 and 1583. I have picked up twice this week for 1583, and both times it was delayed!! 😕"
1575,positive,It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑
1576,neutral,The United Nations Headquarters in New York #unitednations #newyork #usa🇺🇸 #USA #newyorkcity… https://t.co/4Dik5NNj8z
1577,positive,Job interview tomorrow 😎 #bright side
1578,neutral,Can any one help me find a Hatchimal? I need one for each of my kiddies! I can't find stock anywhere 😰 #Hatchimals https://t.co/3TiLrSYZum
1579,neutral,@SouthwestAir @TheEllenShow @Imaginedragons if only that was me! 😍 #DestinationDragons
1580,neutral,@JetBlue I think I have it selected already ☺️
1581,positive,@VirginAmerica hahaha 😂@VirginAmerica YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗
1582,negative,@united after waiting for over an hour we finally board the airplane only to find out we have to call maintenance. And this plane is cold.😡
1583,neutral,@KARISSAPUKAS Over here regular cabs ask how much you want to pay them 😏 has to be #uber all the time 👌🙏
1584,negative,Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔
1585,negative,Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪
1586,negative,@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳
1587,negative,Slightly disappointed @Brazzers didn't bring the 🔥🔥 for the #GOPDebate so many opportunities for puns...
1588,negative,@rosalilium I'm wearing all black tomorrow to mourn. 😭💔
1589,negative,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona
1590,neutral,#israel_on_fire #IsraelFires #Palestine Did you remember? This is the palestine. I think divine justice.👆🏻 https://t.co/Sqb7CX7qap
1591,negative,My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳
1592,negative,"RT @Shaughn_A: I can think of at least 1 person @CarlyFiorina shld've replaces. Was @JebBush even on the #GOPDebate stage? 😕

#tcot http://…"
1593,positive,"@WhiskurMew Happy birthday, beautiful! I hope today is as lovely, wonderful, and astounding as you are!! You deserve no less than that! 😊🎉🎂💞"
1594,neutral,😇❤...just because it's Friday night and I'm home doing nothing https://t.co/1jooIgNFg3
1595,negative,@del_krushnic I knw you have a temper paaa lol just chill dear don't be pissed waii or I will else worry u saaa but I'm sorry 😫
1596,negative,come on let's make em hate 😘make em pout they face 👿😩.
1597,positive,@united follow me please this airline is beautifull ♥
1598,negative,so heartbreaking 😔https://t.co/L5kAVQFpoG
1599,positive,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧
1600,positive,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo
1601,positive,@AmericanAir thanks for the show! 👍
1602,positive,"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove ☺️"
1603,negative,The anxiety I have right now😭😭😭
1604,positive,😂😂😂😂👏🏻👏🏻👏🏻💀 Whoever made this just made my day #blackfriday #thewalkingdead https://t.co/TNOjjs42K8
1605,neutral,"😢😢 RT“@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.”"
1606,negative,@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢
1607,positive,@britishmuseum Thank you for making history cool again 😃
1608,neutral,@JetBlue Is it June yet? 😊
1609,negative,This nigga doesn't even look for his real family 🙄😂 #sad
